title_ru,alt_names,anime_id,status,type,year,age_rating,genres,source,studio,director,dubbing,site_rating,site_votes,site_views,url
"Убей меня, детка","['Baby ', ' Kill Me Baby ', ' Please Kill Me. ', ' Прикончи меня, детка ', ' Убий мене, крихітко ', ' キルミーベイベー']",7209,вышел,Сериал,2012,PG-13,"['Сэйнэн ', ' Комедия ', ' Школьная жизнь']",Манга,['J.C.Staff'],['Ямакава Ёсики'],"['AniDUB ', ' AniMedia ', ' Anything Group ', ' Persona99']",7.33,104,29,https://old.yummyani.me/catalog/item/ubey-menya-detka-tv
О моём перерождении в слизь 4 | Часть 2,"['Tensei shitara Slime Datta Ken 4th Season Part 2 ', ' Tensura 4 Part 2 ', ' That Time I Got Reincarnated as a Slime Season 4 Part 2 ', ' 転生したらスライムだった件 第4期']",25629,анонс,Сериал,2015,PG-13,"['Сёнэн ', ' Комедия ', ' Приключения ', ' Фэнтези ', ' Демоны ', ' Драконы ', ' Магия ', ' Экшен ', ' Полулюди ', ' Исэкай']",Ранобэ,['8bit'],['Unknown'],['Unknown'],0.0,0,95,https://old.yummyani.me/catalog/item/o-moem-pererozhdenii-v-sliz-4-chast-2
Мобильный воин Гандам: Реквием Возмездия,"['Kidou Senshi Gundam: Fukushuu no Requiem ', ' Mobile Suit Gundam: Requiem for Vengeance ', ' Мобільний воїн Ґандам: Реквієм Відплати ', ' 機動戦士ガンダム 復讐のレクイエム']",10662,вышел,ONA,2024,PG-13,"['Драма ', ' Меха ', ' Фантастика ', ' Космос ', ' Экшен ', ' Военная тематика']",Оригинальная идея,"['Sunrise ', ' SAFEHOUSE Inc.']",['Эрасмус Бросдей'],"['AniDUB ', ' AniPLague ', ' AniStar ', ' ColdFilm ', ' TVShows']",6.24,37,19,https://old.yummyani.me/catalog/item/mobilniy-voin-gandam-rekviem-vozmezdiya
Свисток!,"['Whistle! ', ' Whistle!: Dream Team ', ' ホイッスル！']",8817,вышел,Сериал,2002,G,"['Сёнэн ', ' Спорт ', ' Школьная жизнь']",Манга,['Studio Comet'],['Фукутоми Хироси'],['AniDUB'],7.14,7,5,https://old.yummyani.me/catalog/item/svistok
Любовь после порабощения мира,"['Koi wa Sekai Seifuku no Ato de ', ' Koiseka ', ' Love After World Domination ', ' Love Is After the World Conquest ', ' Любов після поневолення світу ', ' Любовь после мирового господства ', ' 恋は世界征服のあとで']",5583,вышел,Сериал,2022,PG-13,"['Сёнэн ', ' Комедия ', ' Пародия ', ' Романтика ', ' Экшен ', ' Суперспособности']",Манга,['Project No.9'],['Ивата Кадзуя'],"['AniDUB ', ' Angry Lion ', ' Odissey ', ' HelgardRay ', ' Shiro ', ' AniLibria ', ' Nuts ', ' Cleo-chan ', ' JazzJack ', ' Dream Cast ', ' Jam ', ' Berserk ', ' Mirona ', ' Crunchyroll ', ' AniStar ', ' AniStar Многоголосый ', ' AnimeVost ', ' SHIZA Project ', ' Silver AniAge']",7.03,358,53,https://old.yummyani.me/catalog/item/lyubov-posle-poraboscheniya-mira
Дар: Вечная радуга,"['Gift: Eternal Rainbow ', ' Дар: Вічна веселка ', ' ギフト～ eternal rainbow']",9890,вышел,Сериал,2006,PG-13,"['Драма ', ' Комедия ', ' Романтика ', ' Гарем ', ' Школьная жизнь']",Манга,['OLM'],['Кимия Сигэру'],['AniDUB'],6.0,28,9,https://old.yummyani.me/catalog/item/dar-vechnaya-raduga
Гаро: Печать пламени — Дом,"['Garo: Honoo no Kokuin - Home ', ' Garo: Honoo no Kokuin Episode 25 ', ' GARO: THE ANIMATION - HOME ', "" Гаро: Печать полум'я - Дім "", ' 牙狼〈GARO〉-炎の刻印- 第25話「糸車-HOME-」']",11986,вышел,Спешл,2015,PG-13,"['Фэнтези ', ' Экшен']",Оригинальная идея,['MAPPA'],['Хаяси Юитиро'],['Studio Band'],6.48,46,16,https://old.yummyani.me/catalog/item/garo-pechat-plameni-dom
Гармония Мильфея,"['Harmony of Mille-Feuille ', ' Utagoe wa Mille-Feuille ', ' Гармонія Мільфея ', ' うたごえはミルフィーユ']",12686,вышел,Сериал,2025,PG-13,"['Музыка ', ' Школьная жизнь']",Оригинальная идея,['Jumondo'],"['Сато Такуя ', ' Накадзима Киёто']",['AniMaunt'],5.84,32,14,https://old.yummyani.me/catalog/item/utagoe-wa-mille-feuille
Покемон: Пикачу зимой 3,"[""Delibird's Dilemma "", "" Delibird's Present "", ' Pocket Monsters: Pikachu no Fuyuyasumi (2001) ', ' Pokemon: Pikachu no Fuyuyasumi (2001) ', "" Pokemon: Pikachu's Winter Vacation (2001) "", ' Snorlax Snowman ', ' Trouble in Big Town ', ' We are the Pichu Brothers - Balloon Disturbance ', ' White Story ', ' Покемон: Пикачу зимой (2001) ', ' Покемон: Пікачу взимку 3 ', ' ピカチュウのふゆやすみ2001']",5630,вышел,OVA,2000,PG,"['Сёнэн ', ' Комедия ', ' Приключения ', ' Фэнтези']",Игра,['Oriental Light & Magic'],['Юяма Кунихико'],"['Persona99 ', ' Studio Chubu']",5.83,35,10,https://old.yummyani.me/catalog/item/pokemon-pikachu-zimoy-2001
О моём перерождении в слизь 2,"['Tensei shitara Slime Datta Ken 2nd Season ', ' Tensei shitara Slime Datta Ken S2 ', ' Tensura 2 ', ' TenSura 2nd Season ', ' That Time I Got Reincarnated as a Slime 2nd Season ', ' That Time I Got Reincarnated as a Slime Season 2 ', ' Про моє переродження у слиз 2']",1013,вышел,Сериал,2021,PG-13,"['Сёнэн ', ' Комедия ', ' Приключения ', ' Фэнтези ', ' Демоны ', ' Драконы ', ' Магия ', ' Экшен ', ' Полулюди ', ' Исэкай']",Ранобэ,['8bit'],['Накаяма Ацуси'],"['SHIZA Project ', ' Лизавета ', ' Daelit ', ' Mamoru ', ' AmnesiaMoon ', ' Wozwald ', ' Jiyujin ', ' SovetRomantica ', ' Ruta ', ' Baxrayder ', ' Neroku ', ' Kazu ', ' Regina_RoyzЮ ', ' AniLibria ', ' Hekomi ', ' Malevich ', ' Sharon ', ' Silv ', ' Amazing Dubbing ', ' Numinel ', ' Gararay ', ' JAM CLUB ', ' Trina_D ', ' Jam ', ' Crunchyroll ', ' AniDUB ', ' AniLibria Old ', ' AniMaunt ', ' AniMedia ', ' AniStar ', ' AniStar Многоголосый ', ' AnimeVost ', ' Fronda Studio ', ' Sergei Vasya ', ' TAKEOVER Project ', ' youmiteru ', ' РуАниме / DEEP ', ' AniStar [DEEP] ', ' AniStar & DEEP']",8.56,4241,574,https://old.yummyani.me/catalog/item/o-moem-pererozhdenii-v-sliz-2
Подсолнух!,"['Himawari ', ' Himawari! ', ' Соняшник! ', ' ひまわりっ!']",8132,вышел,Сериал,2006,PG-13,"['Комедия ', ' Приключения ', ' Боевые искусства']",Оригинальная идея,['Arms'],['Кагэяма Сигэнори'],"['AniFilm ', ' animereactor']",5.92,12,5,https://old.yummyani.me/catalog/item/podsolnuh-pervyy-sezon
Мифические звери,"['Fabulous Beasts ', ' You Shou Yan ', ' Міфічні звірі ', ' Сказочные зверьки ', ' 有兽焉']",10465,вышел,ONA,2023,PG-13,"['Комедия ', ' Фэнтези ', ' Не японское']",Маньхуа,['Fenz'],['Unknown'],"['LightFamily ', ' Шмель ', ' Lamionna Jiang ', ' AniJoy ', ' VK']",6.98,44,37,https://old.yummyani.me/catalog/item/skazochnye-zverki
Князь тьмы с задней парты,"['Demon King Daimao ', ' Ichiban Ushiro no Daimaou ', ' Князь темряви з задньої парти']",606,вышел,Сериал,2010,R+,"['Сэйнэн ', ' Этти ', ' Комедия ', ' Приключения ', ' Фэнтези ', ' Демоны ', ' Магия ', ' Современное фэнтези ', ' Экшен ', ' Гарем ', ' Школьная жизнь']",Ранобэ,['Artland'],['Ватанабэ Такаси'],"['AniDUB ', ' AniMedia ', ' MiraiDUB ', ' Persona99 ', ' SHIZA Project']",6.98,1330,147,https://old.yummyani.me/catalog/item/knyaz-tmy-s-zadnej-party
Принцесса-библиофил,"['Bibliophile Princess ', ' Mushikaburi-hime ', ' Princess of the Bibliophile ', ' Принцеса-бібліофіл ', ' 虫かぶり姫']",4917,вышел,Сериал,2022,PG-13,"['Дзёсэй ', ' Драма ', ' Романтика ', ' Фэнтези']",Ранобэ,['Madhouse'],['Ивасаки Таро'],"['Dream Cast ', ' Indominus Rex ', ' Inferno_Phantom ', ' RizzFisher ', ' MefistoO ', ' Dreamy Sleep ', ' AniDUB ', ' AniLibria ', ' AniStar ', ' AnimeVost ', ' SHIZA Project ', ' КОМНАТА ДИДИ']",7.27,375,123,https://old.yummyani.me/catalog/item/princessa-bibliofil
Вечера с кошкой,"['Nights with a Cat ', ' Yoru wa Neko to Issho ', ' Zutto Neko Shoshinsha ', ' Вечера с котом ', ' Вечори з кішкою ', ' 夜は猫といっしょ']",4863,вышел,Малометражный сериал,2022,G,"['Драма ', ' Комедия ', ' Повседневность']",Манга,['Studio PuYUKAI'],['Асина Минору'],"['Hikki Media ', ' Merkas ', ' mash_tap ', ' Vbif ', ' AniCosmic ', ' MeT1oR ', ' LeoAbast ', ' Dream Cast ', ' Lelik_time ', ' Airis ', ' FumoDub ', ' S4NN3R ', ' MakiShima ', ' Ушастая озвучка ', ' DemonKitty ', ' CranBerry ', ' AniSam ', ' Soul Loony ', ' ОВН ', ' NextVoice ', ' ШУМНЫЕ СОСЕДИ ', ' AniVolume']",8.52,264,38,https://old.yummyani.me/catalog/item/vechera-s-koshkoy
Дороро,"['Dororo ', ' Dororo to Hyakkimaru']",258,вышел,Сериал,2019,R-17+,"['Сёнэн ', ' Приключения ', ' Демоны ', ' Экшен ', ' Самураи ', ' Исторический ', ' Сверхъестественное']",Манга,"['MAPPA ', ' Tezuka Productions']",['Фурухаси Кадзухиро'],"['AniLibria ', ' Dejz ', ' Hekomi ', ' Itashi ', ' Malevich ', ' СВ-Дубль ', ' Amazing Dubbing ', ' AniDUB ', ' AniFilm ', ' AniMedia ', ' AniRise ', ' Anything Group ', ' Freedub Studio ', ' KANSAI Studio ', ' Onibaku ', ' SHIZA Project ', ' TAKEOVER Project']",8.73,5438,625,https://old.yummyani.me/catalog/item/dororo
Великое путешествие,"['Fune wo amu ', ' The Great Passage ', ' Велика подорож ', ' Мы свяжем лодку ', ' Мы создаём корабль ', ' 舟を編む']",7515,вышел,Сериал,2016,PG-13,"['Драма ', ' Романтика ', ' Повседневность']",Новелла,['Zexcs'],"['Акитоси Мори ', ' Соитиро Унэмото']","['AniLibria ', ' Kaize ', ' Zozya ', ' Kiyoko Koheiri ', ' Tetsuhero ', ' AniDUB ', ' Anything Group ', ' SovetRomantica']",7.62,79,22,https://old.yummyani.me/catalog/item/velikoe-puteshestvie
Истории эры Сёва (фильм),"['Shouwa Monogatari (Movie) ', ' Showa Monogatari ', ' История эпохи Сёва ', ' Історії ери Сьова (фільм) ', ' 昭和物語']",9457,вышел,Полнометражный фильм,2011,PG,"['Драма ', ' Исторический']",оригинальная идея,['WAO World'],['Мураками Масахиро'],['AniDUB'],5.5,4,2,https://old.yummyani.me/catalog/item/istorii-ery-seva-film
Новый этап всех звёзд хорошенького лекарства 3: Друзья навсегда,"['Eiga Precure All Stars New Stage 3: Eien no Tomodachi ', ' Precure All Stars Movie New Stage 3: Eien no Tomodachi ', ' Pretty Cure All Stars New Stage 3: Friends Forever ', ' Pretty Cure All Stars New Stage Eien no Tomodachi ', ' Новий етап всіх зірок гарненьких ліків 3: Друзі назавжди ', ' Новый этап всех звёзд ПриКюа 3: Друзья навсегда ', ' 映画プリキュアオールスターズNew Stage3 永遠のともだち']",5198,вышел,Полнометражный фильм,2014,G,['Махо-сёдзё'],Оригинальная идея,['Toei Animation'],['Огава Кодзи'],['Helona'],7.42,12,5,https://old.yummyani.me/catalog/item/novyy-etap-vseh-zvezd-horoshenkogo-lekarstva-3-druzya-navsegda
Меч Дракона,"['DragonBlade ', ' DragonBlade: The Legend of Lang ', ' Long Dao Qi Yuan ', ' 龍刀奇緣']",7146,вышел,Полнометражный фильм,2005,PG-13,"['Комедия ', ' Приключения ', ' Фэнтези ', ' Экшен']",Оригинальная идея,['Unknown'],"['Стэнли Тун ', ' Шон Энн ', ' Венди Чои ', ' Патрик Хо ', ' Джозеф Лау ', ' Тревор Моррис ', ' Джастин Вонг']",['Unknown'],5.0,14,4,https://old.yummyani.me/catalog/item/mech-drakona
Рыцари Зодиака: Святая воительница Сё,"['Saint Seiya Saintia Sho ', ' Saint Seiya: Saintia Shou ', ' Лицарі Зодіаку: Свята войовниця Сьо ', ' Рыцари Зодиака: Саинция Шо ', ' 聖闘士星矢 セインティア翔']",6438,вышел,ONA,2018,PG-13,"['Сэйнэн ', ' Драма ', ' Приключения ', ' Фэнтези ', ' Экшен']",Манга,['Gonzo'],['Тамагава Масато'],"['StudioBand ', ' AniDUB ', ' Studio Band']",4.27,11,4,https://old.yummyani.me/catalog/item/rycari-zodiaka-svyataya-voitelnica-se
Пугюру,"['Pugyuru ', ' ぷぎゅる']",5986,вышел,Малометражный сериал,2004,PG-13,"['Комедия ', ' Фэнтези ', ' Школьная жизнь']",Манга,['Creators Dot Com'],['Курихара Хадзимэ'],['AniMedia'],5.67,18,4,https://old.yummyani.me/catalog/item/pugyuru
Хаккэндэн: Легенда о восьми псах Востока,"['Hakkenden -Eight Dogs of the East- ', ' Hakkenden: Touhou Hakken Ibun ', ' Хаккенден: Легенда про вісьмох псів Сходу ', ' 八犬伝 -東方八犬異聞-']",8763,вышел,Сериал,2013,PG-13,"['Сёдзё ', ' Детектив ', ' Фэнтези ', ' Демоны ', ' Экшен ', ' Сверхъестественное']",Манга,['Studio Deen'],"['Ямасаки Осаму ', ' Мицуэ Ямадзаки']","['Боллектив Media ', ' Berserk ', ' Octav ', ' Kawas ', ' Баяна ', ' Jester Fool ', ' Gecep ', ' Muroi ', ' Kreol ', ' Smitey ', ' Rurirururi ', ' Антон Мангиров ', ' Tim Wagner ', ' IgreK ', ' Akira Tokugawa ', ' Seraphym ', ' SoCute ', ' Yui ', ' AniDUB ', ' AniFilm ', ' AniMedia ', ' SHIZA Project']",8.22,128,51,https://old.yummyani.me/catalog/item/hakkenden-legenda-o-vosmi-psah-vostoka-1
Остров забвения: Харука и волшебное зеркало,"['Hottarake no shima - Haruka to maho no kagami ', ' Hottarake no Shima: Haruka to Mahou no Kagami ', ' Oblivion Island: Haruka and the Magic Mirror ', ' Острів забуття: Харука і чарівне дзеркало ', ' ホッタラケの島\u3000～遥と魔法の鏡～']",9512,вышел,Полнометражный фильм,2009,G,['Фэнтези'],оригинальная идея,"['Production I.G ', ' Polygon Pictures']",['Сато Синсукэ'],"['AniDUB ', ' AniLibria']",6.77,22,8,https://old.yummyani.me/catalog/item/ostrov-zabveniya-haruka-i-volshebnoe-zerkalo
